epoch,global_step,loss,dpo_loss,sft_nll_loss,chosen_logp,rejected_logp,preference_margin,reference_drift,mean_batch_weight
1.0,52.0,0.008827527984976768,0.008823164738714695,4.363619882497005e-05,-0.03992712125182152,-179.80941772460938,47.25959777832031,0.007819939404726028,1.0
1.0,53.0,0.019008975476026535,0.019008819013834,1.5661790939702769e-06,-0.0012419800041243434,-171.4781494140625,39.5333251953125,2.8731999918818474e-05,1.0
1.0,54.0,0.008504376746714115,0.008504192344844341,1.8421123968437314e-06,-0.0020042182877659798,-164.79547119140625,47.62940979003906,5.219108425080776e-05,1.0
1.0,55.0,0.028618792071938515,0.028618672862648964,1.1938608395212214e-06,-0.0009538948070257902,-173.59556579589844,35.393524169921875,7.032760186120868e-05,1.0
1.0,56.0,0.006681334692984819,0.006681239232420921,9.535074241284747e-07,-0.0007608989253640175,-166.91432189941406,50.05109405517578,3.455032128840685e-06,1.0
1.0,57.0,0.005020805634558201,0.005020689684897661,1.1586497521420824e-06,-0.0009141746559180319,-169.34207153320312,52.91676330566406,2.0743929781019688e-05,1.0
1.0,58.0,0.003235964337363839,0.0032358651515096426,9.918450132317957e-07,-0.0009660570067353547,-187.40255737304688,57.31840515136719,5.4114614613354206e-05,1.0
1.0,59.0,0.03689904510974884,0.0368988923728466,1.5240782431646949e-06,-0.0016658175736665726,-156.07135009765625,32.81067657470703,0.001255520386621356,1.0
1.0,60.0,0.008923761546611786,0.008923644199967384,1.171583789982833e-06,-0.000927894318010658,-172.2133331298828,47.14585876464844,7.616408402100205e-05,1.0
1.0,61.0,0.010383522137999535,0.010383393615484238,1.2843581771448953e-06,-0.0009902401361614466,-168.3223419189453,45.623512268066406,0.00012825708836317062,1.0
1.0,62.0,0.006960546597838402,0.006960354745388031,1.9176759451511316e-06,-0.002028901129961014,-179.01438903808594,49.64042663574219,0.0003830792848020792,1.0
1.0,63.0,0.010329112410545349,0.010328873060643673,2.3896129732747795e-06,-0.0018543396145105362,-167.1388397216797,45.676429748535156,0.000679328921250999,1.0
1.0,64.0,0.023801252245903015,0.023801112547516823,1.3901718602937763e-06,-0.0011065767612308264,-179.35806274414062,37.260986328125,0.0001576857757754624,1.0
1.0,65.0,0.049844447523355484,0.049843985587358475,4.616551450453699e-06,-0.0032131196931004524,-137.1024169921875,29.738319396972656,7.76899978518486e-05,1.0
1.0,66.0,0.11766838282346725,0.11760850250720978,0.0005987844197079539,-0.5892038941383362,-257.1878967285156,20.810134887695312,0.0020402073860168457,1.0
1.0,67.0,0.13151267170906067,0.13151229918003082,3.7771640108985594e-06,-0.0022814071271568537,-233.1023406982422,19.621780395507812,0.00039754249155521393,1.0
1.0,68.0,0.12496396154165268,0.12496383488178253,1.2396910733514233e-06,-0.0012086988426744938,-255.97348022460938,20.165985107421875,0.00023822992807254195,1.0
1.0,69.0,0.10738787055015564,0.10736692696809769,0.00020941080583725125,-0.20836375653743744,-259.9914855957031,21.773391723632812,0.0959697738289833,1.0
1.0,70.0,0.11164902150630951,0.11164862662553787,3.926921635866165e-06,-0.002521083690226078,-246.65977478027344,21.360549926757812,0.00018073804676532745,1.0
1.0,71.0,0.07751351594924927,0.07751322537660599,2.9043912945780903e-06,-0.0026720399037003517,-255.60464477539062,25.182998657226562,0.0015842858701944351,1.0
1.0,72.0,0.05358847603201866,0.05337266996502876,0.002158047631382942,-2.1645216941833496,-270.05938720703125,29.036514282226562,0.4019291400909424,1.0
1.0,73.0,0.04857407137751579,0.04857396334409714,1.0723742889240384e-06,-0.001054143882356584,-266.37640380859375,30.002822875976562,0.00010572635801509023,1.0
1.0,74.0,0.01244635321199894,0.012446236796677113,1.160653823717439e-06,-0.0012825224548578262,-278.04010009765625,43.80107116699219,0.0009591553825885057,1.0
1.0,75.0,0.014541172422468662,0.01454103086143732,1.419018417436746e-06,-0.0015069975052028894,-272.58087158203125,42.235015869140625,0.00013291917275637388,1.0
1.0,76.0,0.02097228169441223,0.020972177386283875,1.0429511121401447e-06,-0.0008103729924187064,-260.0596923828125,38.54054260253906,0.00015757657820358872,1.0
1.0,77.0,0.013362265191972256,0.013360564596951008,1.700873144727666e-05,-0.016889670863747597,-283.8459167480469,43.08760070800781,0.009602051228284836,1.0
1.0,78.0,0.01084187813103199,0.01084175892174244,1.195954723698378e-06,-0.0009507840150035918,-265.0323486328125,45.189239501953125,4.3025880586355925e-05,1.0
1.0,79.0,0.006990041583776474,0.006989882793277502,1.5860118764976505e-06,-0.0012466053012758493,-274.3153381347656,49.59794616699219,5.742907524108887e-05,1.0
1.0,80.0,0.003977533429861069,0.0038414730224758387,0.0013606027932837605,-1.3429149389266968,-295.9273986816406,55.59977722167969,0.060080647468566895,1.0
