epoch,global_step,loss,chosen_logp,rejected_logp,preference_margin
1.0,53.0,0.005593449342995882,-0.13082554936408997,-92.1089859008789,51.83361053466797
1.0,54.0,0.0013112555025145411,-0.011261156760156155,-130.41201782226562,66.36114501953125
1.0,55.0,0.002733405912294984,-0.2562044858932495,-109.04624938964844,59.00839614868164
1.0,56.0,0.00045832141768187284,-0.17389309406280518,-142.86099243164062,76.87710571289062
1.0,57.0,0.017284683883190155,-8.328926086425781,-84.98263549804688,40.492794036865234
1.0,58.0,0.0002477415546309203,-1.3164528608322144,-237.8626251220703,83.02999877929688
1.0,59.0,0.0003368889447301626,-0.001727662282064557,-103.5625,79.95588684082031
1.0,60.0,0.013637324795126915,-0.0013634265633299947,-84.77143859863281,42.88118362426758
1.0,61.0,0.00042372243478894234,-0.006784719415009022,-128.4222412109375,77.66220092773438
1.0,62.0,6.698798824800178e-05,-0.04712911695241928,-280.4075622558594,96.10963439941406
1.0,63.0,0.0005680027534253895,-0.007150840014219284,-128.99093627929688,74.73100280761719
