model_id,json_validity,schema_compliance,field_em,risk_type_macro_f1,audit_accuracy,high_risk_miss_rate,false_manual_review_rate,evidence_support_rate,hallucination_rate,evidence_bbox_accuracy_relaxed,error_cases
m2_sft,1.0,0.8765000000000001,0.87555,0.7428589176991935,0.7735,0.2426641881460555,0.0,0.8035245025336795,0.0007953743460770131,0.7946957730812013,164.5
m3_dpo,1.0,0.87,0.868925,0.7527178775173624,0.6685,0.23729393190423043,0.0,0.7987088122605364,0.001423043740302043,0.7902669478432827,211.0
